"IncomeGroup","ChildrenInHH","Homeownership","PrizmCode","MonthlyMinutes","MonthlyRevenue","TotalRecurringCharge","DirectorAssistedCalls","OverageMinutes","RoamingCalls","DroppedCalls","UnansweredCalls","CustomerCareCalls","MonthsInService","UniqueSubs","ActiveSubs","CurrentEquipmentDays","AgeHH1","AgeHH2","Churn"
0,"No","Unknown","Other",860,64.06,60,0.74,45,1.9,10.3,80.7,0,11,1,1,345,42,44,1
2,"Yes","Unknown","Other",1108,96.83,39,0.25,137,4.1,28.3,171.7,6,17,1,1,59,64,24,0
8,"No","Known","Rural",160,84.99,95,0,0,0,1.3,5.3,0,17,3,2,514,40,48,0
4,"No","Known","Other",430,67.38,45,1.24,51,13.2,7.7,12,0,13,2,2,407,46,44,0
3,"No","Known","Other",120,30.26,30,0,0,0,3.3,7.7,0,11,1,1,345,50,24,1
0,"No","Unknown","Other",658,52.77,50,0,7,0,6,35.7,4.7,15,1,1,269,42,44,1
6,"Yes","Known","Suburban",471,64.15,45,0,55,0.3,10,40,0.7,11,2,2,345,40,32,0
6,"No","Known","Suburban",188,10,10,0,0,0,2,25,0,15,2,2,453,50,46,0
4,"No","Known","Town",922,48.4,47,0.74,14,0.7,8.3,85,1,17,3,3,96,52,52,0
6,"No","Known","Suburban",1194,118.8,60,0.74,52,0,11.3,109,10,11,1,1,136,50,32,1
6,"No","Unknown","Town",164,62.73,60,0,7,0,1.7,8.7,0,11,2,2,327,30,44,1
4,"No","Known","Suburban",178,16.23,10,1.24,13,1.3,0,28,0,17,4,2,514,28,44,0
0,"No","Unknown","Other",230,34.59,30,2.97,0,0,1,16.3,0,17,1,1,514,42,44,0
6,"No","Known","Other",188,69.28,70,0,0,0,7.3,22,0.7,11,3,2,94,56,48,1
7,"Yes","Known","Other",257,11.29,10,0,3,0,4,7.7,0.3,11,2,2,330,44,42,0
7,"No","Known","Other",1235,66.29,60,0,33,0,20.3,98.3,0,11,3,3,19,38,44,1
0,"No","Unknown","Town",849,69.51,60,0.5,52,0,24,1,0,15,1,1,453,42,44,0
9,"Yes","Known","Suburban",1014,95.32,86,0.99,51,2.1,4.7,61.3,0.3,17,5,1,514,48,46,0
0,"No","Unknown","Other",641,60.98,70,0.99,0,0,14.7,56.7,0.3,13,1,1,407,42,44,1
6,"Yes","Known","Rural",1218,120.03,60,0,202,0.3,7.3,66,8,11,1,1,126,48,42,0
8,"Yes","Known","Town",181,36.56,40,1.24,15,0,1.7,40.3,0,15,1,1,453,50,44,0
0,"No","Unknown","Other",719,50.9,30,0,59,0,6.7,28.7,8.7,15,1,1,430,42,44,0
6,"Yes","Known","Rural",83,30.26,40,0,0,0,1.7,16.3,0,11,1,1,345,40,32,0
0,"No","Unknown","Other",1364,34.99,45,0,24,0,28.3,26.3,38.7,13,1,1,407,42,44,1
0,"No","Unknown","Other",1186,54.54,70,0.5,5,1.5,6,39,1.7,11,1,1,345,42,44,1
7,"Yes","Known","Town",238,39.61,40,2.72,19,0,2.7,21.3,0.7,17,2,2,501,50,52,1
0,"No","Unknown","Suburban",1131,57.86,60,0.74,22,0,20.7,55.3,1.3,11,2,1,345,42,44,0
0,"No","Unknown","Other",330,53.38,48,1.98,0,0,4,16,0.7,17,1,1,356,42,44,0
0,"No","Unknown","Town",872,36.79,36,0,0,0.8,8.3,93.3,20,17,2,2,513,42,44,1
0,"No","Unknown","Suburban",310,45.15,52,0,8,0,6,2,4.3,11,1,1,344,42,44,0
0,"No","Unknown","Other",212,32.24,40,0,6,0,0.3,3.3,0,17,1,1,102,42,44,0
7,"No","Known","Other",1758,117.33,95,0.5,56,0,29.3,209,6.7,11,2,2,66,34,44,0
1,"No","Known","Other",106,34.99,45,0,0,0,2.7,32,0,13,1,1,194,18,44,0
5,"No","Unknown","Suburban",286,41.07,30,0,3,0.1,0,0,0,13,1,1,300,42,44,1
9,"Yes","Known","Other",266,10.25,10,0.25,0,0,2.3,24.7,0.3,17,4,2,513,44,36,0
5,"No","Known","Other",550,69.04,53,0,64,0,23.3,43.7,0,13,1,1,406,42,40,0
5,"No","Known","Suburban",23,32.02,30,0,5,0,0,2,1,15,1,1,452,30,44,0
9,"Yes","Known","Suburban",27,10,10,0,0,0,0.7,0,0,17,4,3,197,44,50,1
3,"Yes","Known","Other",251,30.27,30,0,0,0,4,14.3,0,11,1,1,344,28,30,0
0,"No","Unknown","Other",6,10.19,10,0,0,0,0.7,0.3,0,13,3,3,385,42,44,1
0,"No","Unknown","Suburban",395,56.6,40,0.99,72,0.6,5.3,42,0.7,13,1,1,249,42,44,0
0,"No","Unknown","Other",457,33.15,40,0.99,0,0.2,2.3,12.3,1.7,15,3,2,69,42,44,0
9,"Yes","Known","Suburban",727,51.82,60,0,0,1.4,11.7,41,1.7,11,1,1,344,48,50,1
4,"Yes","Unknown","Other",130,30,30,0,0,0,4.7,11.7,0,13,1,1,406,54,44,0
4,"No","Known","Other",198,30.78,30,0.25,0,0,10.7,15.7,1.7,11,1,1,344,24,44,0
6,"Yes","Known","Other",457,35.38,35,0,0,0.3,2,106.7,0.7,17,1,1,139,44,44,0
3,"No","Known","Other",381,38.96,45,0,9,0,1,14.7,1.3,17,2,1,455,42,44,0
3,"No","Known","Other",98,38.7,35,0.25,0,0,0,2,0,17,3,2,513,26,28,0
1,"No","Known","Other",436,34.86,30,0,13,0,3,49.7,0,17,1,1,513,38,30,0
7,"No","Known","Other",8,12.32,10,0,0,0,0,2,0,13,3,3,406,38,44,0
6,"Yes","Known","Suburban",138,30.17,30,0,0,0.2,3.3,4.7,0,13,1,1,406,34,32,0
0,"No","Unknown","Other",1814,106.56,85,3.46,70,0,14,145,9.3,17,1,1,513,26,44,1
0,"No","Unknown","Suburban",34,22.3,17,0,0,0,0,0,0,17,1,1,513,42,44,0
0,"No","Unknown","Suburban",81,12.76,10,0,10,0,0.3,3,0,11,2,2,338,42,44,1
6,"No","Known","Suburban",405,59.57,30,1.49,80,0,6,43.7,0,17,2,2,513,26,26,1
4,"No","Unknown","Other",206,39.66,30,0,0,0,2,42.3,0,15,1,1,452,42,44,0
5,"Yes","Known","Town",132,32.39,30,0,6,0,2.3,6.7,0,15,1,1,45,38,38,0
4,"No","Known","Other",61,60.02,60,0.5,0,4.5,0.7,1,0,15,2,1,452,42,36,0
0,"No","Unknown","Other",231,33.95,40,0.25,0,0,1.3,28.3,9,11,1,1,344,42,44,0
5,"No","Known","Other",26,10.09,10,0,0,0,0,0.7,0,11,2,2,344,46,30,1
0,"No","Unknown","Other",1070,40.93,45,0.5,15,0.2,7.3,31,2,17,1,1,179,42,44,0
9,"No","Known","Suburban",1180,133.66,78,3.96,99,12.5,6,53.7,0,15,1,1,260,54,44,0
6,"Yes","Known","Other",372,44.52,40,0,33,0,12.3,17,0.7,13,1,1,406,40,36,0
7,"Yes","Known","Suburban",311,42.41,45,0,0,0,4.3,12,0,15,1,1,452,48,48,0
9,"Yes","Known","Suburban",377,48.4,55,0.99,0,0,4.3,35.3,1.7,13,1,1,406,54,50,0
5,"No","Known","Other",340,30.26,40,0,0,0,7.7,36.3,1,11,3,3,344,40,44,1
7,"No","Known","Other",66,10.09,10,0,0,0,0.7,8,0,11,3,3,323,68,64,0
2,"No","Known","Other",480,60.35,50,0,0,0.1,7.7,29.7,9.7,13,1,1,95,26,44,1
1,"No","Unknown","Suburban",410,63.25,40,0,86,0,7,23.7,2.7,13,2,2,406,54,44,0
0,"No","Unknown","Other",671,83.08,75,1.49,50,0.2,17.3,23.7,2.3,17,2,2,513,42,44,1
7,"No","Known","Other",345,53.85,40,0.5,66,0,7.7,37.3,0,11,1,1,344,42,44,1
0,"No","Unknown","Other",557,83.31,85,0,9,7.8,4.3,20.7,0,11,2,2,344,42,44,1
0,"No","Unknown","Suburban",514,98.57,107,1.49,0,0,7,26,0.3,15,2,1,98,42,44,0
3,"Yes","Known","Suburban",101,29.99,40,0,0,0,3.7,7.3,0.3,13,1,1,406,50,22,0
7,"No","Known","Other",276,58.1,60,0.99,0,7.1,6,9,0,17,1,1,513,48,52,0
1,"No","Unknown","Suburban",1332,74.6,85,2.72,0,0,7.7,50.3,2,11,1,1,276,20,44,0
2,"No","Known","Other",842,87.38,30,0,90,14.6,12.7,72.3,0,15,3,3,66,36,36,1
6,"No","Known","Other",742,75.27,60,1.73,74,0,6.3,34,0.3,11,3,1,344,32,44,0
9,"Yes","Known","Suburban",8,9.59,10,0,0,0,0,1.7,0,11,2,2,343,60,54,1
8,"No","Known","Town",159,45.53,20,4.21,35,0.8,2,7.7,0.7,17,1,1,512,42,44,0
1,"No","Known","Other",342,44.49,45,0,24,0,3,14.3,0,13,2,1,405,66,44,0
0,"No","Unknown","Suburban",1485,71.49,85,0.25,0,0,22.7,176.3,3.3,15,2,1,451,42,44,0
6,"No","Known","Other",140,38.49,30,0,23,0.1,2.7,6,1.3,11,1,1,343,26,44,0
6,"No","Known","Town",1072,103.77,45,1.73,172,0,11.3,32.7,1,13,1,1,405,28,26,0
6,"Yes","Known","Rural",106,47.49,60,0,0,0,3,20.7,0,13,2,2,405,38,34,1
0,"No","Unknown","Suburban",653,52.45,62,0,0,0,13.3,17.3,0,11,1,1,278,42,44,1
0,"No","Unknown","Other",86,31.39,40,0,4,0,0.3,0.3,0,13,1,1,405,42,44,1
0,"No","Unknown","Other",370,29.94,40,0.5,2,0,3.7,5.7,4.3,11,1,1,338,42,44,1
9,"No","Known","Other",1365,173.25,110,0,206,1,36.7,39.7,6.7,15,1,1,143,58,52,1
0,"No","Unknown","Suburban",2575,174.22,112,2.48,266,0,24,43.7,4,17,1,1,512,42,44,1
6,"No","Known","Other",212,64.89,67,0,21,0.5,0.3,14,1.7,11,2,2,343,58,50,1
3,"No","Known","Other",328,40.14,40,0,33,0,5.7,21.7,5.3,13,2,1,405,44,44,0
0,"No","Unknown","Other",9,20.17,20,0,0,0,0.7,3.3,0,11,2,1,343,42,44,0
3,"No","Unknown","Other",594,50.56,60,0,0,0.5,6.3,29,3.7,13,1,1,37,44,44,0
6,"No","Known","Suburban",432,44.37,45,0.99,0,1.2,1.3,12.3,1,15,1,1,440,52,46,0
6,"Yes","Known","Suburban",148,14.27,10,0,11,0.9,0.3,6.3,0,15,2,2,451,36,38,1
0,"No","Unknown","Town",46,18.96,10,0,8,0.4,8,2.3,0,17,2,1,270,42,44,0
4,"No","Unknown","Other",545,42.92,50,0,2,0,4,12.7,3.7,13,1,1,255,42,44,0
5,"No","Unknown","Other",1006,153.19,30,0,336,0,35.7,206,16.7,13,1,1,405,42,44,0
1,"No","Known","Suburban",896,51.03,55,0.25,2,0,11,2.7,10.7,15,1,1,451,52,56,0
9,"No","Known","Suburban",342,52.85,50,0,0,2,7,13,0,11,1,1,343,44,44,0
0,"No","Unknown","Other",393,53.45,30,0.25,66,0.2,2.7,38.7,1,15,2,1,451,42,44,0
3,"No","Known","Suburban",99,34.99,45,0,0,0,0.3,4.3,0,13,2,1,403,52,28,1
3,"No","Known","Suburban",2271,162.5,79,2.72,348,0.2,9.7,107.7,5.3,11,1,1,70,36,40,1
0,"No","Unknown","Other",1276,35.3,45,0,0,0,8,114,11,11,3,1,311,42,44,0
1,"Yes","Known","Suburban",542,50.44,60,0,0,0,7.7,55.3,1.3,11,1,1,199,40,30,0
6,"No","Known","Suburban",609,95.14,45,3.96,127,0,12,92,4.7,11,2,1,343,52,44,0
9,"Yes","Known","Suburban",397,37.38,40,2.72,10,0,18.3,20.3,1.7,11,1,1,343,44,18,1
6,"Yes","Known","Other",221,30.15,30,0,1,0,4,8.3,2.3,15,2,1,347,42,44,0
7,"Yes","Known","Other",359,49.39,40,0,17,0.4,2,6.7,0,11,5,3,113,60,44,0
6,"No","Known","Other",252,34.55,30,0,1,2,5.7,11.7,0.3,11,3,2,152,54,44,0
6,"No","Unknown","Suburban",681,51.48,60,1.49,0,0,3.3,17.7,0.3,15,1,1,451,44,44,0
4,"No","Known","Town",341,34.99,45,0,0,0,0.7,5.7,0,17,1,1,512,72,70,1
7,"No","Known","Other",582,49.53,50,5.45,0,0,18.7,2,5.7,15,1,1,121,42,44,0
6,"Yes","Known","Suburban",265,51.89,50,0.25,4,0.2,0.7,6,0.3,15,2,2,451,22,44,0
7,"No","Known","Other",1114,52.72,45,0,50,0,10.7,17.7,0,11,1,1,343,48,44,1
0,"No","Unknown","Other",246,63.24,60,0,0,0,4.3,21.7,0,15,1,1,451,42,44,1
7,"No","Known","Town",548,35.23,30,0,5,0.3,5.3,21.3,0,11,1,1,343,58,48,1
0,"No","Unknown","Rural",59,48.2,56,0.25,0,2.3,0,0.3,0,13,2,1,405,42,44,0
7,"No","Known","Other",549,73.35,50,0,76,0,0.7,14,2.3,11,1,1,343,46,44,1
8,"No","Known","Suburban",54,36.67,45,0.25,0,1.4,1.3,8.3,0,15,2,1,451,42,36,0
5,"Yes","Known","Other",286,84.92,24,0,25,0.8,2,26,1,15,1,1,451,40,40,1
6,"No","Known","Suburban",625,136.57,52,1.24,236,0,6.7,34.7,0,11,2,1,210,40,44,1
6,"No","Known","Other",121,12.4,10,0,8,0,2,7,0,15,2,2,451,58,54,0
0,"No","Unknown","Suburban",1393,170.03,72,0,308,0,32.3,145,12.3,11,1,1,343,42,44,0
0,"No","Unknown","Rural",142,33.49,30,0,0,2.3,1.3,1.7,0,11,1,1,343,42,44,0
0,"No","Unknown","Suburban",698,23.99,10,1.98,3,0,2,39,0,17,2,2,102,42,44,0
0,"No","Unknown","Other",1822,92.62,95,1.73,0,0,30.7,222.3,14.7,17,1,1,99,42,44,0
6,"No","Known","Other",373,61.09,70,0.5,0,0.1,3.7,12.7,2.7,11,1,1,343,38,44,1
9,"Yes","Known","Town",632,63.65,70,0,28,0,0.3,19,0.3,11,2,2,336,48,18,0
8,"No","Known","Suburban",1402,70.74,45,0,99,0,5,76.3,0.3,17,1,1,315,28,44,1
7,"No","Known","Town",477,22.36,10,0.99,46,0,3,25.7,0,13,2,2,405,30,30,0
9,"Yes","Known","Town",171,18.88,10,0.25,22,0,1.3,7.3,0,11,2,2,343,48,18,1
0,"No","Unknown","Suburban",83,31.82,30,0,0,0,2.7,1.3,0,11,1,1,343,42,44,0
6,"No","Known","Suburban",364,62.85,30,2.23,80,0,2.7,23.3,3.7,15,1,1,272,42,44,0
0,"No","Unknown","Other",1396,92.05,85,4.95,21,0,3,86.7,5.7,13,2,1,405,42,44,0
4,"No","Known","Suburban",257,14.38,10,0.74,0,0,5.7,14.7,0,11,2,2,248,42,44,0
6,"No","Known","Other",5,10.15,10,0,0,0,0,7,0,11,3,3,343,38,88,0
6,"No","Known","Other",642,50.73,60,0.74,0,0,3.7,10,0,17,1,1,128,38,44,0
0,"No","Unknown","Other",292,32.63,40,0.25,0,0.8,1.7,8,0,17,1,1,512,42,44,1
7,"No","Known","Suburban",1225,53.24,60,0,0,0,17,73.3,11,13,1,1,404,42,44,0
7,"Yes","Known","Town",690,75.82,75,0.25,0,0.6,0.3,67.7,0,17,1,1,511,34,44,0
0,"No","Unknown","Other",742,91.36,60,0.99,18,0,23.3,89.3,1,13,1,1,12,42,44,0
4,"Yes","Known","Town",290,33.78,40,0,0,0,6.3,13,0,11,1,1,342,44,40,0
6,"Yes","Known","Suburban",178,30.35,30,0,0,0,2.7,15.7,0,13,1,1,404,34,44,1
7,"No","Known","Other",31,29.99,30,0,0,0,0.7,0,0.3,15,1,1,18,54,44,0
3,"No","Known","Other",1087,109.49,63,1.73,184,0,3.7,39.7,1.3,13,1,1,232,46,44,0
3,"No","Known","Other",1249,75.48,75,0.5,0,0,13,18,0,17,1,1,246,34,44,0
6,"Yes","Known","Other",406,44.4,45,1.98,20,0,2.3,38.7,2.3,11,1,1,342,34,32,1
9,"Yes","Known","Other",461,98.24,105,0,0,0,1.3,3.3,0,17,2,2,511,38,36,0
8,"No","Known","Other",151,29.82,29,0.99,0,0,6.3,25.7,0,15,1,1,285,42,44,0
0,"No","Unknown","Suburban",416,53.94,50,0.25,0,0,1.7,12,0,11,1,1,342,42,44,1
9,"Yes","Known","Suburban",14,45.3,50,0,0,0,0,1.3,0,11,2,2,186,36,34,1
6,"Yes","Known","Other",206,45.8,30,0.5,46,0,1,5.7,0,11,2,2,342,58,50,0
6,"No","Known","Rural",1225,102.76,10,0,297,0,22.3,88.7,0,15,4,3,450,22,44,1
8,"No","Known","Other",130,11.38,10,0.25,4,0.4,2.7,13.7,0,11,3,3,342,48,44,1
7,"No","Known","Suburban",82,30.26,40,0,0,0,2.7,10.7,0,11,5,3,342,52,52,1
6,"Yes","Known","Other",834,91.7,60,0.5,115,0,5,30,0,11,1,1,23,52,50,1
0,"No","Unknown","Other",1395,80.72,85,1.73,0,0,5,72.7,4.7,15,1,1,450,42,44,0
5,"Yes","Known","Other",2569,30.4,10,2.48,46,0,4.7,22.3,0,17,4,4,249,28,28,1
0,"No","Unknown","Town",64,29.99,30,0,0,0,0,4.3,0,13,2,1,404,42,44,0
6,"Yes","Known","Suburban",240,31.04,30,0,20,0,1.3,25.3,0.3,11,1,1,342,50,50,1
9,"Yes","Known","Town",472,31.31,30,0,0,0,4.7,37.3,0.3,15,3,3,447,50,46,1
7,"Yes","Known","Town",476,78.92,85,0,0,0,2.7,34,0,11,1,1,342,38,36,0
0,"No","Unknown","Other",669,40.95,45,0.74,27,0,7.7,31.7,7.7,11,1,1,342,42,44,1
7,"Yes","Known","Other",2571,114.41,85,2.23,140,0,2.7,172.7,4.7,15,1,1,41,46,42,1
0,"No","Unknown","Other",15,27.12,18,0,0,0,0,0,0,15,2,1,450,42,44,1
8,"No","Known","Town",161,40.43,30,0,20,0.1,3.7,29,0,11,1,1,342,46,24,0
0,"No","Unknown","Town",184,33.18,40,0.99,0,2.2,2.3,7.7,0.3,13,1,1,391,30,44,0
6,"No","Known","Suburban",362,53.27,52,0,0,0,8.7,22,0,11,1,1,342,62,56,1
6,"No","Known","Suburban",55,11.37,10,0.25,0,1.1,0.3,4,0,13,2,2,404,52,72,1
6,"No","Known","Suburban",692,97.41,50,1.49,154,1.4,5.3,29.7,0,15,1,1,142,28,44,0
6,"No","Known","Suburban",316,57.37,30,0,142,0,2,5.3,0,13,2,1,335,56,56,0
6,"No","Known","Suburban",45,30.24,40,0.25,0,0,5,3.7,0,15,4,3,450,26,44,0
0,"No","Unknown","Other",322,44.56,30,0.25,24,0,5,22,0,13,1,1,404,42,44,0
0,"No","Unknown","Suburban",615,50.97,45,0.99,37,0.1,3,33,3,17,1,1,89,42,44,0
0,"No","Unknown","Other",189,53.54,50,0,0,0,4.3,19.7,1.3,17,2,2,8,42,44,0
7,"Yes","Known","Town",156,62.82,70,0.5,0,2.3,2.7,12.3,0,17,2,2,511,48,18,0
6,"No","Known","Other",1332,153.76,75,4.7,292,0,3.3,40,0,11,1,1,342,30,44,1
9,"No","Known","Suburban",488,53.65,60,3.46,0,0,6.7,32.7,0,13,3,1,404,26,58,0
5,"No","Known","Other",650,80.96,95,0,0,0,4.7,134,0,11,2,2,99,20,44,0
6,"No","Known","Other",338,20.44,10,0,34,0,3.3,31.7,0,17,2,2,511,42,44,1
6,"Yes","Known","Other",392,138.98,25,0.5,292,0,7,57.3,7.7,15,1,1,170,56,48,1
9,"Yes","Known","Suburban",650,29.24,10,4.7,55,0.5,4.7,23.3,0,17,2,2,511,42,42,0
0,"No","Unknown","Suburban",1373,32,8,3.71,52,0,7.7,26,2.7,17,2,2,511,42,44,0
6,"No","Known","Other",84,34.57,30,0,0,0,14,29,0,11,1,1,342,46,20,1
7,"Yes","Known","Other",10,10,10,0,0,0,0,0.3,0,15,2,2,450,58,54,0
9,"No","Known","Town",302,34.54,40,0,13,0,0.3,19.3,0,15,2,1,450,42,44,0
3,"No","Known","Suburban",1565,91.5,55,2.97,81,0,13.3,3.7,0,17,2,2,509,50,22,0
3,"No","Known","Town",662,130.79,95,8.91,124,1.6,1,17.7,0.3,13,2,2,404,20,44,1
8,"No","Known","Other",572,131.23,30,0.99,148,43.9,8.3,32,0,15,1,1,450,26,44,0
6,"No","Known","Town",624,54.53,60,0.99,1,0,6,18.7,3,13,2,1,60,48,46,0
0,"No","Unknown","Other",184,35.96,45,0,0,1,2.7,3.7,0,17,1,1,511,42,44,0
0,"No","Unknown","Suburban",1986,148.53,100,0.5,109,7.3,12.3,61.3,0.3,15,2,2,335,42,44,0
6,"Yes","Known","Other",951,42.13,42,2.23,25,0,12.3,81.3,5.3,11,2,2,342,32,32,0
3,"No","Unknown","Other",1177,84.68,71,0,61,1.4,7,34,3.7,15,1,1,111,26,44,0
5,"No","Known","Other",1476,122.58,85,10.39,118,0,17.7,72.3,2.3,11,1,1,336,44,78,0
0,"No","Unknown","Suburban",70,40.26,41,0,0,0,1,4,3.7,11,1,1,39,42,44,1
6,"No","Known","Other",1799,115.26,79,4.7,164,0,29.7,37.7,4.7,11,3,2,122,48,48,1
4,"Yes","Known","Other",68,10.29,10,0,7,0.3,2.3,2.3,0,13,2,2,128,46,46,0
0,"No","Unknown","Other",187,58.44,60,3.96,0,4,1.7,7.3,1.3,11,1,1,342,42,44,0
8,"No","Known","Other",115,20,20,0,22,0,2.7,4.7,0,15,7,3,450,52,24,1
6,"Yes","Known","Other",1492,168.59,77,0.5,235,0,8.7,64.7,0,11,2,2,61,34,44,1
8,"No","Known","Other",159,49.99,60,0,0,0,4.3,22.7,0,15,1,1,449,42,44,1
6,"No","Known","Rural",42,29.99,40,0,0,0,0,0.3,0,17,1,1,510,62,60,0
6,"Yes","Known","Suburban",133,44.71,40,0.74,30,0.3,0.3,1.3,0,17,1,1,510,52,58,0
0,"No","Unknown","Other",1160,80.06,60,0.25,156,0.9,8,31.7,4.3,13,1,1,403,42,44,0
4,"No","Unknown","Other",193,52.48,30,0.5,62,0.3,0,0.7,0,17,2,1,510,42,44,1
0,"No","Unknown","Other",190,20.93,28,0,0,0,1.7,3.3,0.7,11,2,2,341,42,44,0
6,"No","Known","Other",615,56.08,24,0.74,89,0,5.7,7.7,3.7,13,1,1,403,54,52,0
0,"No","Unknown","Suburban",490,56.37,46,1.49,0,0,3,4,1,11,1,1,341,42,44,0
6,"Yes","Known","Suburban",262,12.47,10,2.97,0,0,7,15.7,0,17,4,3,510,40,62,0
5,"Yes","Known","Rural",141,39.96,40,0.25,0,6.7,3,9,0.3,13,1,1,403,40,36,0
7,"No","Unknown","Other",666,86.59,45,3.46,100,0,12.7,71.7,3,11,1,1,341,42,44,0
6,"No","Known","Other",194,34.63,30,0,13,0,8.3,9.7,0,15,1,1,449,54,48,0
6,"No","Known","Town",65,11.1,10,0,3,0,0.7,8,0,17,2,2,510,38,44,0
0,"No","Unknown","Rural",147,89.13,30,0,52,2.2,4,11.3,0,15,1,1,449,42,44,1
7,"Yes","Known","Other",852,19.12,10,0.74,0,5,4.3,69.3,0,15,4,4,408,46,42,0
7,"No","Known","Other",233,32.95,40,0,0,0,5.7,62,1.3,13,2,2,183,42,44,0
0,"No","Unknown","Other",1078,62.62,70,0.5,7,0,7,43.3,0,15,3,2,214,42,44,1
5,"No","Known","Town",215,32.6,35,1.49,0,0,10.3,21.3,0.3,11,1,1,341,20,18,0
0,"No","Unknown","Other",1150,60.3,63,0.74,12,0,11.7,88,15,17,1,1,236,42,44,0
1,"No","Known","Suburban",252,35.73,45,0.74,0,0,3.3,11.3,0,15,1,1,449,26,44,0
0,"No","Unknown","Other",563,69.58,50,0.99,60,0,6,23.7,2.7,15,2,1,17,42,44,1
0,"No","Unknown","Other",486,10.93,10,1.49,2,0.4,0.7,15.7,1.7,15,2,2,449,42,44,0
7,"No","Known","Suburban",551,60.19,60,0.74,0,0.3,2.7,68.7,0,11,1,1,122,30,44,0
2,"Yes","Known","Other",636,51.73,50,1.73,0,0,3.3,39.7,0.7,17,2,1,174,36,44,0
0,"No","Unknown","Other",832,34.99,45,0,1,0,7.3,10.3,2,15,2,1,115,42,44,0
8,"No","Known","Other",574,108.42,30,0.25,218,0,12,37,0,15,2,2,334,58,44,0
6,"No","Known","Town",20,32.62,40,0,0,2.3,0,1,0,11,1,1,341,54,56,1
4,"Yes","Known","Other",514,51.43,40,0.25,54,0,10.3,49.7,1,11,1,1,152,28,80,1
0,"No","Unknown","Other",568,50.44,60,0,0,0,29.7,46,6.3,11,1,1,188,42,44,0
0,"No","Unknown","Suburban",27,23.85,30,0,9,0.2,0.3,2,0,15,4,1,449,42,44,1
6,"Yes","Known","Other",104,56.49,70,0,0,0,0.3,2,0,15,2,2,449,34,34,1
0,"No","Unknown","Suburban",22,39.99,40,0,0,0,0,6,0,15,1,1,449,42,44,1
2,"No","Known","Suburban",88,78.39,10,0.74,55,0,2,13.3,0,11,2,2,61,42,44,1
0,"No","Unknown","Other",321,37.62,40,0,19,0,9,370,5.7,11,2,2,341,42,44,1
0,"No","Unknown","Suburban",157,39.99,50,0,0,0,1.7,16.7,2,15,1,1,137,42,44,0
9,"Yes","Known","Other",744,10.28,10,0,1,0,12,51,2.3,11,5,4,341,48,48,0
0,"No","Unknown","Other",742,104.75,53,2.23,168,0,7,51.7,6.7,13,1,1,47,42,44,0
7,"Yes","Known","Other",669,67.32,40,0.5,62,2.1,2.3,49.7,0,17,2,1,510,40,38,0
0,"No","Unknown","Other",304,50.81,50,0,0,0,16.7,37,0.3,17,1,1,510,42,44,1
5,"No","Known","Other",1752,124.3,111,1.24,70,0,9.7,30.3,0.7,11,1,1,341,34,44,0
9,"Yes","Known","Other",719,39.06,30,0.5,20,0,1,11.7,0,11,1,1,341,50,48,1
9,"Yes","Known","Town",760,53.94,60,0.25,0,0,16,19,0,11,1,1,341,52,52,1
6,"No","Known","Town",100,40.74,40,0,0,0.8,0.7,17,0,13,1,1,403,64,66,1
3,"No","Known","Other",825,59.35,50,0.25,18,0,9.7,48.7,3,13,1,1,198,60,48,0
7,"Yes","Known","Suburban",374,54.29,60,0,0,0,5.3,10.3,0,13,1,1,403,52,46,1
4,"Yes","Known","Town",198,32.7,40,0,8,0,0.3,13.7,0.3,15,1,1,42,32,26,0
6,"Yes","Known","Suburban",446,43.86,40,0,29,0,1,20,0,11,1,1,341,46,46,0
0,"No","Unknown","Rural",654,85.35,60,0.5,0,1.1,7,13.7,0,13,1,1,101,42,44,1
6,"Yes","Known","Other",213,49.99,70,0,0,0,2,8.3,0,15,2,2,449,46,46,1
8,"No","Known","Other",877,50.88,54,0.5,1,0,3.7,42,12,17,3,2,133,32,44,0
3,"No","Unknown","Other",1421,118.43,85,0.99,151,0.9,2.7,41,3.7,17,1,1,510,34,44,0
9,"No","Known","Other",308,54.15,60,0,0,0.2,3.3,19.3,0.3,13,1,1,144,54,52,0
0,"No","Unknown","Other",575,36.81,36,0.5,0,0,6.7,46.7,0.7,11,2,2,341,42,44,1
7,"No","Known","Town",279,11.08,10,0.99,0,0,1.7,7,0.3,11,2,2,341,34,38,0
0,"No","Unknown","Suburban",1386,83.17,85,1.24,12,0,21.3,37,7,17,2,1,183,42,44,0
0,"No","Unknown","Other",683,41.98,50,0.74,0,0,8,106.3,17.3,17,1,1,334,42,44,1
0,"No","Unknown","Town",361,40.27,30,0.25,11,0.2,3,18.3,0,13,1,1,403,42,44,1
8,"No","Known","Other",541,70.63,30,0.5,97,1.9,6.7,34.7,0,11,1,1,340,42,44,1
4,"No","Known","Suburban",95,10,10,0,0,0,1.3,15,2,17,2,2,509,34,34,0
6,"No","Unknown","Other",161,32.05,40,0.25,0,1.8,1.3,15.3,0,15,1,1,60,40,44,0
3,"No","Unknown","Suburban",1112,42.16,10,9.65,78,0,12,182.7,9.3,11,2,2,340,26,46,0
6,"Yes","Known","Suburban",62,19.25,15,0,4,0,1,3.7,0,15,2,2,448,40,40,1
6,"No","Known","Suburban",154,17.12,10,0,12,4,0,7.3,0,15,3,3,448,42,38,0
