"IncomeGroup","ChildrenInHH","Homeownership","PrizmCode","MonthlyMinutes","MonthlyRevenue","TotalRecurringCharge","DirectorAssistedCalls","OverageMinutes","RoamingCalls","DroppedCalls","UnansweredCalls","CustomerCareCalls","MonthsInService","UniqueSubs","ActiveSubs","CurrentEquipmentDays","AgeHH1","AgeHH2","Churn"
7,"No","Known","Suburban",1472,80.5,60,1.24,94,0,15,75.7,0.7,25,1,1,648,42,44,1
7,"Yes","Known","Town",221,32.8,38,0,60,0,8.7,5.7,0,23,1,1,697,60,48,1
7,"Yes","Known","Suburban",278,30.6,30,0,0,0.1,4,34.7,0.7,27,1,1,406,28,44,1
8,"No","Known","Town",295,47.2,30,1.49,44,0,0.3,56.7,0,25,1,1,759,42,44,1
6,"Yes","Known","Town",5,34.6,30,0,0,1.6,0.3,2,0,27,1,1,805,50,44,1
7,"No","Known","Other",6,12.7,17,0,0,0,0,0,0,29,3,3,864,54,44,1
8,"Yes","Known","Suburban",206,30.3,30,0,0,0,2,50.7,0,23,2,2,480,36,38,1
8,"No","Known","Suburban",94,26.2,12,0,0,0,4,3,0,27,4,4,92,42,46,1
7,"No","Unknown","Suburban",3,35,45,0,0,0,0,0,0,29,3,3,865,52,44,1
6,"Yes","Known","Other",445,50.7,50,0.74,0,0,6.3,36,0,29,1,1,549,28,28,1
6,"No","Known","Suburban",17,30.3,30,0,0,0,0.3,0,0,23,2,1,696,42,44,1
7,"No","Known","Other",438,35.2,50,2.97,0,0.2,3.7,17.7,1.3,23,1,1,199,38,44,1
9,"Yes","Known","Suburban",155,51.4,30,0,0,22.9,2,10,0,27,1,1,658,38,38,1
3,"No","Known","Suburban",273,32.4,30,0.25,0,1.4,4.7,11.3,0,25,1,1,507,94,34,1
6,"Yes","Known","Other",682,82.7,75,0.25,1,0,6.7,17.3,1,25,1,1,73,32,32,1
4,"No","Unknown","Suburban",906,130,46,2.23,150,11,0,0,0,29,1,1,8,42,44,1
6,"Yes","Known","Suburban",1881,52.8,60,0.99,0,0,2,32,0,29,1,1,542,46,44,1
1,"No","Known","Other",734,94.7,50,1.49,132,3.2,14,17.3,0,23,1,1,474,42,44,1
4,"No","Known","Suburban",596,75.3,70,0,68,0,15.3,63.7,2,25,2,2,757,28,44,1
7,"Yes","Known","Suburban",733,53.1,67,0,0,0.6,14,32.7,1.7,25,1,1,37,50,20,1
5,"Yes","Known","Suburban",164,36.2,30,0,0,0,0.7,13.3,0,29,2,2,864,44,40,1
7,"Yes","Known","Suburban",371,50.7,45,0.25,47,0.2,4,23.7,0.3,29,2,1,864,38,40,1
6,"No","Known","Rural",503,86.3,30,0.99,158,0,8.7,28.7,1,29,1,1,864,42,40,1
3,"No","Known","Suburban",840,66.7,10,0.5,0,58.6,11.7,61.3,0,29,2,2,132,26,44,1
0,"No","Unknown","Suburban",370,35.2,45,0.25,0,0,2.3,23.7,4,27,1,1,803,42,44,1
0,"No","Unknown","Suburban",162,31,40,0.25,0,0,1,15.7,0.7,23,2,2,534,42,44,1
7,"No","Known","Suburban",357,52,62,0,0,0,0,18,0,29,2,2,864,46,44,1
9,"Yes","Known","Suburban",230,58.2,30,0,80,0,6,28.7,0,27,1,1,802,50,48,1
7,"No","Known","Other",603,175,32,5.2,398,0,5.3,35,0,25,1,1,622,34,44,1
5,"No","Known","Other",30,30.5,30,0.25,0,0,2.3,1,0,23,1,1,694,38,44,1
8,"No","Known","Other",509,78.2,56,1.24,50,5.6,0.7,7.3,0,29,2,1,534,54,50,1
6,"Yes","Known","Rural",44,27.9,17,0.25,31,0.3,0,1.3,0,27,3,3,802,48,48,1
6,"No","Known","Other",394,52,42,0,38,0,5.7,34.7,6,29,2,2,863,50,56,1
6,"Yes","Known","Other",43,30,30,0,0,0,1.3,0,0,25,1,1,756,44,36,1
9,"No","Known","Other",714,104,110,0.99,0,0.2,11,45.3,0,29,1,1,18,54,52,1
6,"No","Known","Suburban",720,61.5,60,0.25,27,0,1,4.7,0,27,1,1,387,46,44,1
9,"No","Known","Suburban",560,46.2,41,0.25,36,0,7.7,31.7,5,27,2,1,802,52,50,1
5,"No","Known","Other",100,44.1,27,0,0,16.4,1.3,4.3,0,23,2,2,349,26,80,1
8,"No","Known","Suburban",216,30.5,30,0.5,0,0,1.7,3.7,0,25,2,2,575,34,28,1
5,"No","Known","Other",28,10.8,11,0,0,0.2,0.7,1.7,0,27,2,2,289,34,44,1
8,"No","Unknown","Suburban",123,34.7,40,0.74,0,0,2.3,11,0,27,2,2,421,40,44,1
6,"No","Known","Other",597,74.8,70,4.21,0,0,17,40.7,2.3,23,1,1,693,60,56,1
5,"No","Known","Town",147,38.2,30,0.25,40,0,14,16.3,0.3,23,3,3,693,58,44,1
6,"Yes","Known","Suburban",908,110,10,0,308,0,13.7,34.7,1.7,23,2,2,688,30,28,1
7,"Yes","Known","Suburban",250,42.7,42,0.25,5,0,3.3,5.7,0,25,2,2,755,38,38,1
0,"No","Unknown","Suburban",364,33.3,40,0,10,0,5.3,16.7,8.3,25,1,1,755,42,44,1
1,"No","Known","Other",186,32.8,32,0,0,0,0.3,3.3,0,23,2,1,693,26,30,1
1,"No","Known","Other",1118,51.7,10,4.46,134,0.6,5,65.3,0,29,2,2,356,20,44,1
5,"No","Known","Suburban",986,99.7,75,3.71,96,0,12.7,51.7,0,23,1,1,693,46,44,1
5,"Yes","Known","Suburban",3,11,10,0,0,0.9,0,0,0,23,1,1,193,44,42,1
4,"Yes","Known","Town",100,39,30,0.5,0,5.5,3,7.3,0,27,1,1,801,38,44,1
4,"Yes","Known","Other",489,56.4,60,0,0,0,4.7,43.7,0,29,2,2,405,42,38,1
0,"No","Unknown","Suburban",300,69.5,30,0.74,128,0,1,32.7,0,23,1,1,693,42,44,1
8,"No","Known","Town",369,53.6,70,0,12,1.4,2.7,21.7,2.3,27,3,2,344,42,46,1
4,"No","Known","Suburban",270,39.7,35,1.49,0,0,7.3,43.3,0,25,1,1,755,58,44,1
0,"No","Unknown","Suburban",646,65.5,50,0.5,28,2.2,4.7,71.3,6.3,23,3,3,284,42,44,1
7,"Yes","Known","Town",172,35.7,30,1.98,10,2,0,12.7,0,23,1,1,693,36,32,1
0,"No","Unknown","Other",946,73.7,75,0.25,18,0,5.3,42.3,0.7,23,1,1,117,42,44,1
9,"Yes","Known","Suburban",312,34.1,35,0.25,0,0,2.7,9.3,0,25,1,1,323,52,50,1
8,"Yes","Known","Town",518,78.2,57,0.5,72,1.6,3.3,31,1.7,23,2,2,689,50,48,1
4,"No","Known","Town",349,61.5,62,2.48,4,2.7,4,15.3,0,27,2,2,530,46,44,1
8,"Yes","Known","Town",632,75.2,57,2.48,41,4.3,5.7,51.3,0.7,23,2,2,692,50,48,1
0,"No","Unknown","Suburban",400,47.5,50,0,0,0,0.7,13.3,2.3,27,1,1,482,42,44,1
4,"No","Known","Other",529,10.9,10,0.5,0,0,23.3,10,0,23,2,2,73,38,44,1
9,"No","Known","Town",1362,191,45,0.74,434,0,7.3,68,0.7,29,1,1,589,40,44,1
4,"No","Known","Town",64,30,30,0,0,0,0.3,7,0,25,1,1,754,62,64,1
0,"No","Unknown","Suburban",529,47,40,2.72,14,0,8,30.7,0,23,1,1,692,42,44,1
9,"No","Known","Suburban",922,83.7,75,0.74,29,0,0,0,0,23,1,1,322,48,26,1
8,"No","Known","Other",745,95,105,0.74,4,0.2,4.3,28,2.7,25,3,2,17,30,36,1
4,"No","Known","Other",98,36.4,35,0,0,0,0.7,5.7,0,29,2,2,861,42,44,1
6,"No","Known","Other",82,57.7,57,0.25,0,0,3.3,2.7,0,27,2,2,799,34,32,1
9,"No","Known","Other",235,51.3,30,0,60,0,0.3,5,0,23,2,1,691,26,44,1
5,"No","Known","Other",177,38.9,35,0.5,9,0,1.7,24.7,0,29,1,1,603,42,44,1
8,"No","Known","Suburban",286,56.7,60,1.24,0,5.4,1,17,0,25,2,1,464,36,44,1
5,"No","Known","Suburban",843,82.1,60,0,106,0,5,90,0,23,1,1,283,34,40,1
6,"No","Known","Other",1730,65,60,0.5,53,0,26.3,55.3,4.7,27,1,1,591,22,44,1
3,"No","Known","Suburban",584,62.3,56,4.95,16,0,6.7,34.3,7.3,23,1,1,18,32,30,1
0,"No","Unknown","Rural",789,102,60,0,172,0,4.3,7,0.3,23,1,1,125,42,44,1
6,"Yes","Known","Suburban",149,32.9,30,0.74,6,0,2.7,4.3,0,23,1,1,334,46,42,1
6,"No","Known","Suburban",118,30.3,30,0,0,0,0.3,14.3,0,23,1,1,691,46,44,1
7,"No","Known","Other",58,33.5,24,0.25,24,0,2,3,0,23,2,2,691,34,44,1
6,"Yes","Known","Other",250,30.3,30,0,0,0,3.3,22.7,0,23,3,2,691,58,44,1
7,"Yes","Known","Town",96,31.1,17,0,36,0,1.7,9.3,0,23,1,1,691,36,38,1
6,"No","Known","Suburban",677,58.7,50,0,0,0,9.7,19.7,0,25,1,1,130,56,30,1
7,"No","Known","Suburban",61,30,40,0,0,0,0.3,3.7,0,27,1,1,798,30,28,1
4,"No","Known","Town",232,51.5,23,1.24,67,4.9,0.7,9,1.3,25,1,1,26,26,26,1
2,"No","Known","Other",536,61,37,0,80,0,1.3,9.3,1,25,2,1,718,44,44,1
7,"No","Known","Town",105,35.2,30,0,15,0,0,4.3,0.3,27,1,1,798,52,50,1
3,"No","Known","Other",914,67.6,55,1.24,4,9.9,6.3,106,3.3,27,2,2,461,32,44,1
1,"No","Known","Other",53,30,40,0,0,0,1.3,0.3,0,25,3,2,214,54,52,1
1,"No","Unknown","Other",1226,105,52,0.5,74,0.1,15,51.7,10,29,1,1,48,42,44,1
5,"No","Known","Suburban",534,79.2,50,2.23,88,0,1.7,4.7,3.3,25,1,1,752,40,44,1
0,"No","Unknown","Other",204,49.9,30,0,57,0,3.7,21.3,0,27,1,1,793,42,44,1
5,"Yes","Known","Suburban",192,40.8,35,0,20,0,0.7,18,0,25,3,3,242,50,44,1
6,"No","Known","Suburban",74,32.5,32,0,0,0,2,2,0,27,2,2,797,54,34,1
5,"Yes","Unknown","Other",98,33.4,30,0,0,0,2.3,17,1.3,29,2,2,585,36,44,1
8,"No","Known","Suburban",98,35,35,0,0,0,3.7,6.3,0,27,1,1,237,30,44,1
8,"No","Known","Town",68,30.9,30,0,0,0.9,1.7,5.3,0,25,1,1,751,58,60,1
7,"Yes","Known","Town",168,89.2,68,0,12,24.5,3.3,14.3,0.3,23,3,2,192,42,38,1
0,"No","Unknown","Suburban",242,50.1,30,0,62,0,3.3,2.7,0,25,1,1,384,42,44,1
0,"No","Unknown","Other",298,50,50,0,0,0,6.3,22.3,2.3,29,1,1,799,42,44,1
9,"Yes","Known","Suburban",83,23,30,0.25,0,0,3.3,10.3,0.3,23,1,1,689,40,44,1
8,"Yes","Known","Suburban",523,38.7,45,0,0,3.8,7.3,19,3,29,2,1,858,46,46,1
0,"No","Unknown","Other",174,14.3,10,0,10,0,6.7,34.7,0,27,2,2,238,42,44,1
2,"No","Known","Other",186,34.8,40,0.5,0,1.1,3,6,1,25,1,1,751,50,62,1
6,"No","Known","Other",592,58,50,0.25,0,0.3,6,18.7,0,23,2,1,677,28,44,1
6,"Yes","Known","Suburban",133,37.8,30,0,12,0.8,0,2.7,0,27,2,2,797,38,38,1
6,"No","Known","Suburban",495,51.3,50,0,0,0.7,2.3,52.3,8.3,25,1,1,161,58,54,1
4,"Yes","Known","Suburban",64,38.2,45,0,0,0,0.7,4.7,0,27,1,1,796,52,48,1
7,"Yes","Known","Rural",54,26.5,17,0,20,2.3,0,1.3,0,27,4,3,796,48,48,1
7,"No","Known","Other",1117,31,47,3.46,114,0,25.7,43.7,0.3,27,3,1,319,42,44,1
9,"No","Known","Other",2,54.2,54,0,0,0,0,0,0,29,1,1,857,44,44,1
9,"No","Known","Suburban",51,35.2,32,1.24,0,1.2,0,2,0,23,2,2,688,56,50,1
6,"No","Known","Other",63,30,30,0,0,0,1,12,0,27,2,2,438,30,30,1
7,"No","Known","Suburban",78,40.7,42,0,0,0,0,3,0,23,2,2,688,60,60,1
7,"Yes","Known","Other",157,61.6,55,0.74,0,0,0.3,0,0,27,1,1,796,56,54,1
8,"No","Known","Other",137,42.7,42,0.25,0,0,0.7,1.7,0,25,2,2,750,48,44,1
3,"No","Known","Suburban",268,65.6,30,0.74,100,0,8.7,22.7,0.3,25,1,1,750,44,46,1
5,"Yes","Unknown","Other",786,93.3,60,2.72,114,0,5.7,43,0,29,1,1,287,52,26,1
8,"No","Unknown","Other",321,54.7,35,0,48,0.8,11.3,33.3,0.3,23,3,3,382,40,44,1
9,"No","Known","Other",325,50.5,30,0.25,57,0,1,3,0,23,1,1,687,40,36,1
5,"Yes","Known","Suburban",20,8.54,8,0,0,0,1,1.7,0.3,25,2,2,749,36,32,1
9,"Yes","Known","Other",144,10.7,10,0.25,0,0.4,1.3,4.3,0,29,2,2,227,34,34,1
7,"No","Known","Town",147,38,30,0.5,25,0.1,3,17.7,0,25,2,2,749,48,42,1
7,"Yes","Known","Other",831,55.7,45,2.72,52,0,9,40.7,6.7,29,1,1,360,28,26,1
6,"No","Known","Suburban",494,80.5,50,0,100,0,3,27.7,2,23,1,1,687,56,36,1
6,"No","Known","Suburban",6,19.3,19,0,0,0,1.3,2.7,0,29,1,1,856,66,66,1
7,"No","Known","Other",1750,79.9,64,1.98,60,0.7,24,99,3,25,2,2,131,44,28,1
5,"No","Known","Suburban",80,38.1,30,0,26,0,0.3,3.7,1.7,25,1,1,749,36,44,1
0,"No","Unknown","Suburban",562,55.9,45,1.73,55,0,35.3,16.7,0.7,29,1,1,357,36,44,1
7,"No","Known","Suburban",148,40.2,30,0.5,20,0,2,5.3,0,25,2,2,749,36,44,1
8,"Yes","Known","Other",639,118,105,0.99,75,0.7,20.3,59.3,0,25,4,4,190,44,44,1
0,"No","Unknown","Other",1028,84.7,60,0,77,0.2,9.3,34,0,23,2,1,98,42,44,1
9,"No","Unknown","Town",930,114,50,5.69,190,0,13.3,56.3,0,29,1,1,131,54,52,1
7,"No","Known","Suburban",536,50,50,0,0,0,5.3,44,6.7,29,1,1,855,42,26,1
6,"No","Known","Suburban",246,63.5,40,1.73,47,0,7,9.7,0,25,1,1,748,54,56,1
0,"No","Unknown","Other",347,37.5,37,0,0,0,9.3,15,0,27,2,2,743,42,44,1
4,"No","Known","Suburban",46,27.9,27,0.25,2,0,0.7,3.7,0,23,2,1,518,78,78,1
7,"Yes","Known","Other",1674,131,42,0.5,218,1.3,35,66,11,25,1,1,740,46,44,1
9,"No","Known","Town",334,48,50,0,0,0,6,21.3,0.3,23,1,1,686,34,44,1
3,"No","Known","Town",165,13.4,10,0,0,0,0,3.3,0.3,23,2,2,172,60,58,1
7,"No","Known","Town",455,79.2,10,0,165,0,2.7,22.3,0.3,23,4,2,115,42,42,1
6,"Yes","Known","Town",367,77.2,60,0.99,0,0,35.7,18.3,0,29,1,1,75,52,50,1
0,"No","Unknown","Other",597,54.2,50,0,0,0,9,20,0.3,25,2,2,4,42,44,1
0,"No","Unknown","Suburban",763,82,60,0.5,28,13,3.7,91.7,0.3,29,1,1,230,42,44,1
0,"No","Unknown","Other",38,35.9,45,0,0,0.6,1.7,0.7,0,23,1,1,365,42,44,1
9,"No","Known","Other",1117,112,60,3.22,116,0.2,12,211,0,29,2,2,111,58,56,1
7,"Yes","Known","Suburban",127,27.2,33,0,0,0.9,2,9.3,0,25,2,2,748,50,46,1
0,"No","Unknown","Rural",5,30,30,0,0,0,0,0,0,27,1,1,794,42,44,1
0,"No","Unknown","Other",52,35.5,35,0,0,0,0.3,3.7,0,23,1,1,686,42,44,1
9,"No","Known","Town",73,30.2,30,0.25,0,0,0,2.3,0,27,2,2,794,40,38,1
0,"No","Unknown","Town",380,41.3,45,0,16,0,2,35.3,0,27,2,1,794,40,44,1
4,"Yes","Known","Other",325,36.5,45,1.49,0,0,13.3,24.7,0,29,1,1,855,52,52,1
0,"No","Unknown","Town",277,80.5,35,0.5,6,42.9,6.7,18.7,0,29,1,1,747,42,44,1
6,"No","Known","Other",418,61,50,1.73,0,0.1,2,10,0.3,23,1,1,126,48,46,1
2,"No","Unknown","Town",500,51.3,50,0.25,0,0.6,0,0,0,23,1,1,320,28,44,1
8,"No","Known","Other",1104,46.9,50,0,17,0,8.7,27.7,1.3,27,2,1,133,22,44,1
5,"No","Unknown","Other",177,50.9,50,0.25,0,0,8.3,3.7,1.7,23,2,1,40,42,44,1
0,"No","Unknown","Other",44,25.6,17,0.5,14,0,0.7,0,0,25,2,1,747,42,44,1
0,"No","Unknown","Other",1314,100,92,3.46,0,0,24,40.7,2.7,23,3,2,110,42,44,1
5,"No","Known","Other",762,79.2,45,0.25,128,0,1.3,14.3,0,27,1,1,793,32,44,1
7,"No","Known","Other",36,30.4,30,0,0,0.1,0.3,0.3,0.3,23,1,1,685,40,44,1
7,"Yes","Known","Suburban",117,30.4,20,0.5,26,0,2.3,8.3,0,27,1,1,793,52,52,1
7,"No","Known","Suburban",1356,96.9,60,0.25,131,3,12.3,121,1,29,1,1,114,48,22,1
9,"Yes","Known","Suburban",852,79.2,75,1.24,8,0.8,5.7,46.3,0,27,1,1,292,52,50,1
8,"No","Known","Town",27,25,25,0,0,0,2.3,4.7,0,29,2,1,854,36,44,1
8,"Yes","Known","Town",316,11.4,10,0.74,2,0,4.7,30.3,0,23,2,2,669,50,46,1
6,"No","Unknown","Other",122,38,30,1.49,19,0,4,2.3,0,25,1,1,747,52,44,1
7,"Yes","Known","Suburban",78,20,20,0,0,0,2,11,3.3,25,1,1,747,46,44,1
8,"No","Known","Other",738,97.8,65,7.42,70,1.7,2.7,20.7,1.3,23,1,1,156,40,30,1
6,"No","Known","Suburban",170,43.1,35,0.25,21,0,2,36.7,0,23,1,1,685,50,48,1
6,"No","Known","Suburban",445,79.3,75,0,0,1.1,17,28.7,0.3,27,1,1,252,42,44,1
7,"No","Known","Town",100,29.5,30,0.99,0,0,0,2,0,25,2,1,746,44,58,1
6,"No","Known","Town",447,70.2,30,0,113,0,3.7,16.7,0,23,1,1,465,20,44,1
7,"No","Known","Other",386,60.9,50,0.5,42,0.2,5.7,16,0,29,1,1,853,56,52,1
4,"No","Known","Town",28,50.6,60,0,0,0.6,0.7,3.3,0,25,4,2,683,32,44,1
0,"No","Unknown","Other",160,30.8,45,0.74,0,0,1,3.3,0,29,1,1,572,42,44,1
0,"No","Unknown","Suburban",407,27.2,18,0,0,0.5,0,0.7,0,23,2,2,109,42,44,1
6,"Yes","Known","Other",168,23.7,20,0.5,2,0,2,24.3,3.7,25,4,2,746,60,54,1
1,"Yes","Known","Suburban",479,42.7,42,0.25,0,0,5.7,29,0,25,2,2,746,54,48,1
6,"No","Known","Suburban",154,30.1,30,0,0,0,1,38,0,27,1,1,791,38,44,1
6,"Yes","Known","Town",40,33.6,30,0.74,0,2.9,3,2,0,25,1,1,745,34,32,1
4,"No","Known","Suburban",96,31.9,30,0,4,0.2,3.3,6.7,5.3,22,1,1,683,34,44,1
4,"Yes","Known","Suburban",181,31.3,30,0,0,0,0.3,7,0.3,27,1,1,791,58,54,1
4,"No","Known","Town",5,17,17,0,0,0,0,0.3,0,25,1,1,745,64,64,1
6,"No","Known","Town",32,35.2,45,0.25,0,0,0,0,0,29,1,1,852,64,64,1
6,"No","Known","Town",1621,245,74,6.19,391,62.3,20,61.7,1.3,27,1,1,199,28,44,1
0,"No","Unknown","Suburban",60,30.2,30,0.25,0,0,0.3,0.7,0,27,1,1,791,42,44,1
0,"No","Unknown","Other",291,50.7,50,0,0,0.2,3,8,0,22,1,1,683,42,44,1
3,"No","Known","Suburban",650,50.4,60,0,0,0,9.7,28,1,22,2,1,164,32,18,1
6,"No","Known","Suburban",691,69.5,60,0,47,4.2,11,50.7,0,27,2,2,322,42,44,1
5,"No","Known","Suburban",52,30.3,30,0,0,0,0.3,4.7,0,22,1,1,464,34,28,1
1,"Yes","Unknown","Other",920,78.6,50,0.25,71,0.1,14,48.7,2,28,3,2,438,34,44,1
9,"No","Known","Town",219,47.1,42,0,0,0,4.3,28.3,0,24,2,2,744,64,66,1
7,"No","Known","Suburban",73,40.7,40,0.74,0,0,2,2.7,0,26,1,1,790,40,42,1
0,"No","Unknown","Other",596,62.6,60,0,0,2.1,3.7,43.7,0.3,22,1,1,682,42,44,1
1,"No","Known","Other",211,72.8,29,0.5,112,3.5,3.7,10.7,0.7,22,2,1,682,42,44,1
9,"No","Known","Other",245,30.4,40,1.98,2,0,3.3,40,0,24,1,1,298,34,36,1
0,"No","Unknown","Rural",537,45.2,45,1.24,19,2.1,1.7,23.7,0,22,1,1,682,42,44,1
3,"No","Known","Suburban",94,33.2,25,0.99,20,0,0.3,25.3,0.3,28,1,1,851,22,44,1
0,"No","Unknown","Other",97,39.5,35,0.25,0,0.6,3,7.3,0,22,1,1,544,42,44,1
6,"Yes","Known","Suburban",314,60,70,0,0,0,1.7,16,0,26,2,2,790,50,50,1
6,"No","Known","Suburban",129,35.2,45,0,0,0,3.3,9,0,26,1,1,790,46,42,1
1,"No","Unknown","Suburban",1063,54.8,45,0.25,47,0.7,5.3,34.7,0,26,1,1,254,22,44,1
3,"No","Known","Other",707,83.1,50,0,110,0,21,270,7.3,24,1,1,743,42,44,1
4,"Yes","Known","Other",114,35.4,30,0.5,16,0,1,6.3,0,24,1,1,743,40,40,1
3,"No","Unknown","Suburban",600,103,60,0.25,132,0,4,16.3,0.3,24,1,1,442,28,44,1
6,"No","Known","Other",118,81.1,85,0.25,36,0,2.7,2.3,0,22,2,2,681,26,24,1
6,"No","Known","Other",472,40.3,46,0.5,0,0,5,11.7,2.3,26,2,2,789,22,44,1
5,"No","Known","Other",776,66.1,28,1.24,104,0,13,50,2.7,22,1,1,292,42,44,1
9,"No","Known","Suburban",66,30.9,30,0,0,0,0.3,3.7,0,22,1,1,681,42,44,1
1,"No","Known","Other",468,118,42,0.25,26,68.9,1.3,45,0,24,2,2,143,58,58,1
8,"No","Known","Suburban",856,94.7,60,1.49,126,0,7,49,0,24,2,1,108,58,50,1
3,"No","Known","Other",914,57.3,60,1.73,4,0,1.7,35.7,0,22,2,1,181,24,44,1
7,"Yes","Known","Other",232,64.4,30,0,59,4.8,0.7,7.3,0,22,1,1,56,26,46,1
6,"No","Known","Suburban",299,136,30,0,35,92.4,3.7,12,0.3,22,2,2,680,38,36,1
7,"Yes","Known","Other",128,22.3,29,0.25,0,0.5,3.3,11.3,0.3,22,1,1,680,44,40,1
0,"No","Unknown","Town",596,70.5,50,0,57,0,4.7,27.7,0.3,24,1,1,589,42,44,1
4,"Yes","Known","Town",800,81.1,45,0.74,74,19.2,3.3,11.3,0.3,26,2,2,788,48,46,1
7,"Yes","Known","Suburban",142,35.4,32,0.25,10,0,0.7,17,0,24,2,2,742,46,48,1
8,"Yes","Known","Other",660,40.5,30,0,22,0,8,21.3,0,22,1,1,168,50,56,1
9,"Yes","Known","Suburban",390,55.1,42,0.99,46,0,2.3,15,0,24,2,2,741,38,36,1
7,"Yes","Known","Other",964,27.6,10,1.49,43,5.1,8,57.3,0,22,2,2,232,46,44,1
6,"Yes","Known","Other",132,35.9,30,0,5,0.7,0.3,10.3,0,22,1,1,679,48,46,1
0,"No","Unknown","Other",338,50,50,0,8,0,7.7,6.7,0,24,1,1,312,42,44,1
5,"Yes","Known","Suburban",245,54.6,50,0,0,4.6,1.3,11,0,26,2,2,786,42,40,1
8,"No","Known","Other",72,30,30,0,0,0,0.3,1,0,24,1,1,740,56,54,1
0,"No","Unknown","Town",450,49.6,30,3.22,41,0,0.3,4.3,0,28,1,1,629,42,44,1
8,"Yes","Known","Suburban",159,30,30,0,0,0,8,23,0,26,2,1,459,54,64,1
6,"No","Known","Suburban",152,68.8,50,0,0,0,2,31,0,22,6,5,678,76,44,1
0,"No","Unknown","Other",215,35.5,45,0,0,0,3.3,20.3,0,22,2,1,678,42,44,1
7,"Yes","Known","Town",532,86.1,85,0,0,7.8,4,15.3,0,26,1,1,331,38,32,1
9,"No","Known","Other",122,30.2,30,0.25,0,0,3,8.7,0,24,1,1,740,30,44,1
4,"Yes","Known","Other",28,35.2,35,0.25,0,0,2,1.3,0,26,1,1,785,86,36,1
5,"Yes","Known","Suburban",270,57,60,0,0,7,1.7,6.7,0,26,1,1,227,48,46,1
1,"No","Known","Other",68,20.2,20,0.25,0,0,3.3,6.7,0,26,1,1,785,34,44,1
0,"No","Unknown","Suburban",1151,119,70,1.49,164,1.6,7.3,14,1.7,24,1,1,190,42,44,1
0,"No","Unknown","Suburban",1001,79.5,60,0.25,36,14.6,22,70,3.3,28,1,1,421,42,44,1
9,"Yes","Known","Town",730,133,50,3.22,40,64.7,22.7,6.7,0,26,1,1,237,56,44,1
9,"No","Known","Other",64,30,30,0,0,0,1.3,3,0,26,2,2,785,44,46,1
9,"No","Known","Other",110,36.3,30,0,14,1.2,1,5.3,0,22,1,1,667,48,44,1
0,"No","Unknown","Other",44,30.3,30,0,0,0,0.3,1.3,0,22,2,2,677,42,44,1
6,"No","Known","Other",44,69,19,0,15,0,2,5,1.3,22,4,1,336,46,44,1
0,"No","Unknown","Suburban",258,50.5,60,1.73,0,0,6.7,8.3,0,22,2,1,676,42,44,1
4,"No","Known","Town",100,34.8,30,0,2,3.6,2,9.7,0,22,1,1,676,46,42,1
0,"No","Unknown","Suburban",13,15.8,15,0,3,0,2.7,1.7,0,26,1,1,483,42,44,1
9,"Yes","Known","Suburban",255,65,30,3.46,90,0,4.3,33,0,28,1,1,845,50,46,1
6,"No","Unknown","Town",86,33.6,30,0,0,0,2,13.3,0,28,1,1,845,42,44,1
4,"No","Unknown","Other",27,33.7,44,0,0,0,0.3,5,0,26,1,1,784,56,56,1
4,"Yes","Known","Other",126,28.8,26,0,6,0,2,10,1.7,22,2,2,673,34,62,1
9,"Yes","Known","Rural",321,18.8,10,0,22,0,5.7,14.7,0,28,3,2,844,36,44,1
2,"No","Known","Suburban",72,30,40,0,0,0,0,4.3,0,28,1,1,844,66,44,1
6,"No","Known","Other",296,37.2,45,2.23,0,0,0.3,3,0,26,1,1,178,32,30,1
6,"No","Known","Other",86,35.2,45,0.25,0,0,0,1.7,0,26,1,1,783,36,68,1
6,"No","Known","Other",22,25,25,0,0,0,2,3.3,0,24,1,1,737,66,44,1
3,"No","Known","Other",254,53.2,30,3.46,49,0,10,20.3,0.7,22,1,1,255,56,50,1
6,"Yes","Known","Suburban",2,7.75,8,0,2,0,0,0.7,0,24,2,2,736,58,56,1
9,"Yes","Known","Suburban",40,28.7,30,0.25,0,0,1.7,6,0,26,1,1,782,44,36,1
8,"Yes","Known","Suburban",470,49.7,42,0,27,0,2.7,15.3,0,22,2,2,564,38,40,1
6,"Yes","Known","Rural",98,33.7,30,0,7,1.2,6.3,8.3,0,26,1,1,782,56,58,1
9,"No","Known","Other",48,41.5,42,0,0,0,2.3,0.3,0,22,2,2,674,44,36,1
0,"No","Unknown","Other",582,81.6,50,0,104,0,1.7,21.7,0.3,22,1,1,226,42,44,1
4,"No","Known","Other",90,47.6,42,0.5,15,0,0,0.7,0,24,2,2,734,28,44,1
0,"No","Unknown","Other",343,50.1,60,0,0,2.6,1.7,11.3,0,28,1,1,580,42,44,1
9,"No","Known","Suburban",19,30.2,30,0,0,0,1,5.7,0,26,1,1,782,42,44,1
6,"No","Known","Other",607,58,70,0.25,1,0,1,16.7,10,24,2,1,350,64,62,1
7,"No","Known","Suburban",398,69.2,70,0.99,28,0,1,23.7,0,24,2,2,618,34,32,1
7,"No","Known","Suburban",6,34.4,15,0,2,0,0,0,0,22,3,3,73,42,44,1
3,"Yes","Known","Suburban",262,35.2,35,0,0,0,4.3,98.7,0,24,1,1,323,50,46,1
