"MonthlyMinutes","MonthlyRevenue","TotalRecurringCharge","DirectorAssistedCalls","OverageMinutes","RoamingCalls","DroppedCalls","UnansweredCalls","CustomerCareCalls","MonthsInService","UniqueSubs","ActiveSubs","CurrentEquipmentDays","AgeHH1","AgeHH2","Churn","IncomeGroup_1","IncomeGroup_2","IncomeGroup_3","IncomeGroup_4","IncomeGroup_5","IncomeGroup_6","IncomeGroup_7","IncomeGroup_8","IncomeGroup_9","ChildrenInHH_Yes","Homeownership_Unknown","PrizmCode_Rural","PrizmCode_Suburban","PrizmCode_Town"
158,62.5,70,0.25,4,0,0.3,2,0,12,2,2,363,34,30,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
262,67,70,0.74,0,0,6,26.3,2,12,1,1,8,22,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
830,61.1,65,0,20,0,2.3,49,0.7,11,1,1,216,40,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
766,70.1,65,1.49,36,3.6,5,30,7.7,9,3,1,236,32,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
485,59.9,52,0,30,0,9.3,24.7,3.7,37,1,1,1102,52,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2634,96,85,1.98,41,0.9,10,182,5.3,24,2,1,132,52,48,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
540,71.7,30,0.5,111,1.5,3.3,27,0,24,1,1,714,60,44,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
441,57,60,1.49,7,0.2,7,22,0,35,5,4,483,50,46,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
345,57.7,32,0,83,0,8,22.3,0,16,2,2,489,38,36,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1238,117,75,0.99,26,15.2,15.3,12.7,0,32,2,1,-3,58,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
403,36.4,45,0,4,0,11,55.3,0.7,9,1,1,261,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
712,99.6,50,0.74,24,41.2,4,89.7,0,18,1,1,555,38,32,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
904,75.1,50,0.99,62,0,11.7,51,1.3,35,1,1,254,36,44,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1130,79.9,75,0,0,0,11.3,27.3,0,52,1,1,448,40,34,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
886,56,70,0,15,0,10.7,22,1.7,9,1,1,264,54,26,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
737,42.5,40,0.74,34,0,0,0,0,13,1,1,365,60,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
504,71.4,60,10.4,15,0,3,34,0,19,2,2,363,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
223,29.4,38,0.74,0,0,4,50.3,13,9,2,1,279,32,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
116,42.5,42,0,0,0,0.3,24.3,0,34,2,2,400,50,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
504,80.9,40,0.99,133,0,5.7,27.7,0,15,1,1,104,42,44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1847,249,74,5.45,550,0.6,16.7,50,4,18,3,2,222,68,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1388,191,45,2.97,358,50.1,12,66.3,0,27,2,2,211,38,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
544,119,105,1.73,81,0,2.7,22,0,32,2,2,183,54,54,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
86,25.6,25,0,1,0,0.7,9.3,0,34,1,1,1007,60,54,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
666,54,60,0,0,0,11.7,30.3,0,14,1,1,169,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
704,46.3,40,0.5,41,0,2.3,25.3,0,15,1,1,215,36,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
46,35,35,0,0,0,0,0,0,20,1,1,433,50,44,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
120,29.7,25,0.25,5,0,1.3,17.3,0,34,1,1,391,46,42,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
438,53.2,35,0,44,0.6,0,0,0,26,1,1,459,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85,76.8,35,0.5,0,0,1.7,7,3.3,8,1,1,242,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
237,54.4,30,0,70,0,0.7,15,1,25,1,1,136,46,70,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
61,30.8,30,0,0,0.8,0,4.3,0,19,1,1,551,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
224,61.2,70,0.25,0,0,1.7,20,0,11,1,1,305,52,52,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
507,46.7,50,0,19,0.9,6,33,0.7,32,2,1,28,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1076,36.3,45,0.5,2,0,6.7,44.7,8.3,41,1,1,22,68,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
145,37.2,30,0.5,0,0,4.7,17.3,0,18,1,1,538,44,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
530,70.5,50,0,68,0.1,6,35,0.3,15,2,2,466,42,44,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
632,47.9,36,0.25,39,0,7.7,44,4.7,17,1,1,491,56,50,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
242,10.1,10,0,0,0,0,0,0,10,2,2,295,32,32,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
158,33.5,40,0,0,0,0.3,12.3,2.3,19,1,1,571,32,32,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1045,97.5,50,0,119,0,0,32.7,0.7,13,1,1,383,28,28,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
398,84,100,0,0,0,8,16.3,5,8,1,1,220,42,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
549,73.2,50,0.25,74,0.6,6.7,33.3,0,23,1,1,185,52,52,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
82,35,45,0,0,0,0.7,3,1.7,10,2,2,254,40,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
125,47.8,30,0.5,48,0,1,1.7,0,16,1,1,471,54,44,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1207,47.8,41,0,22,0,38,126,8.7,9,2,2,259,22,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
945,30.7,37,0,0,0,0.7,22,0,38,4,2,517,52,50,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
59,62.9,60,0.74,0,0.2,0.3,7.3,0,24,2,2,226,46,34,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
199,34.1,40,0.25,0,1.5,7.7,12,1.7,9,2,1,277,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
492,66,50,2.23,48,4.7,5,20.7,0,14,2,1,414,42,44,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
624,71.8,60,2.72,7,16.6,7.7,29,0,10,1,1,316,50,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
65,44.3,30,0.25,0,7.5,1.7,5.7,1.7,18,1,1,556,34,30,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2609,99.2,75,1.24,66,0,3,33.7,0.7,28,2,2,91,44,46,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
340,87.7,50,0,0,0,2,20.3,4.7,17,1,1,462,54,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
382,53.5,60,0.25,0,0,3,22.3,1.3,14,1,1,429,22,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1746,211,79,15.1,372,0,19.3,65.7,6,13,1,1,402,30,44,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
551,60.2,60,0.74,0,0.3,2.7,68.7,0,11,1,1,122,30,44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
13,17.4,17,0,0,0,0,1.3,0,28,1,1,839,60,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1071,104,60,0,87,2.7,7.7,51,0,9,1,1,94,56,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
766,62.2,70,2.23,0,0,9.3,42.3,1.3,34,2,2,179,30,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
533,59.6,50,1.24,41,0,3.3,30.3,0,46,1,1,417,38,38,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
303,70.6,70,0,2,0,2.7,12,0,19,2,2,35,56,52,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
433,41.4,41,0.25,27,0,5.7,23,0,22,1,1,683,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
440,41.5,45,0.25,18,0,4.7,23.7,0,10,1,1,115,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
107,49.7,50,0.5,0,4.8,2.3,1.3,0,12,1,1,162,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
628,80.6,85,4.95,0,0.7,6,21,2.7,12,5,3,355,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
179,87.8,95,0.5,6,0.2,3.3,18,0,11,2,2,151,34,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1477,47.3,40,0.99,6,0,8.3,54.7,4,8,1,1,235,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
234,54.3,35,0,52,0,1,20.3,9.7,12,1,1,16,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1698,165,60,6.43,350,0.2,16.7,98,0,27,1,1,119,22,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70,36.3,45,0,0,0,1.7,0,0,21,1,1,3,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
60,31.6,40,1.49,0,0,0.3,2.3,0,16,1,1,472,44,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
221,28.5,40,0,0,0,0,0,1.3,28,2,2,843,38,36,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
312,38.2,40,0,19,0,0.7,3,0,15,2,2,456,52,24,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
185,29,10,0.5,54,2.4,0.7,8,0,11,2,2,327,44,40,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
748,52.8,60,2.72,0,0,0.7,21.3,2.7,20,1,1,49,52,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2208,477,45,5.45,1099,0,20.7,86,2.3,8,1,1,82,36,38,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
467,58.7,50,0.74,8,5.4,4,38.7,6,24,1,1,301,58,44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
208,50,50,0,0,0,10.7,31.7,0,25,1,1,731,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
265,35.5,45,0.25,0,0,0,0,0,8,2,1,231,24,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108,30,30,0,0,0,0.3,4.7,0,24,1,1,725,56,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
297,52.6,60,0,6,0,3,8,0,7,1,1,205,56,56,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
220,13.2,40,0.5,0,0,0,0,0,9,1,1,274,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
272,30,30,0,0,0,1.7,7.7,14.3,25,1,1,746,62,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
404,10.9,10,0,0,0.9,2,25,0,21,3,3,635,50,46,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6,15.1,15,0,0,0,0.3,1.3,0,21,2,2,625,56,58,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
75,10,10,0,0,0,0,0,0,13,4,4,376,50,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1116,205,50,14.4,470,0.1,16,65,0.7,29,4,3,109,40,38,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
747,49.4,45,1.49,33,0,7,27,2,13,1,1,149,52,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1364,156,72,1.49,306,0,18,90,0,14,2,2,30,32,52,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
80,19,24,0.25,0,0.6,4.3,10,2.3,11,1,1,319,50,52,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
97,33.7,32,0.25,2,0,0.3,3,0,16,2,2,499,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2372,191,160,0.5,152,0,6.3,64.7,0.3,16,2,2,42,42,44,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
675,50.3,50,0,21,0,2.7,23.7,9.7,47,2,2,236,54,44,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
36,33.2,30,0,0,0,0,0.7,0,20,1,1,602,38,44,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
84,30.2,40,0.25,0,0,0,0,0,15,1,1,442,68,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55,50.7,60,0.25,0,0,1.3,0.3,0,7,1,1,213,42,38,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
147,30.5,40,0.25,0,0,1.7,3.7,0,13,1,1,400,36,32,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
721,61.3,10,0.5,127,0,12,34.7,3.7,11,3,3,320,42,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24,18,17,0,2,0.1,0,6.3,0,25,1,1,734,34,32,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
99,30.2,40,0.25,0,0,2.3,2.3,2.7,20,1,1,587,46,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
334,40.4,40,0,0,0,3,6.7,0,19,1,1,573,42,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
666,57.2,70,0,0,7.2,19,24.7,6.3,6,1,1,86,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2256,79.6,10,10.6,234,0.6,19,129,2.3,15,2,2,432,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
768,46.7,43,1.49,28,0,5.3,33,2.7,9,1,1,32,54,54,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
64,29.6,40,0,0,0,1.3,10,0.3,21,1,1,634,46,44,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
534,62.7,55,0.25,15,0,7,125,3.3,9,1,1,269,42,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
650,70.9,37,0,118,0,8,77.3,4.3,6,1,1,54,26,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
455,37.3,32,0,10,1.6,6,21,0,23,2,2,692,50,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
412,50.1,50,0,0,0.1,0.7,20.7,0,29,1,1,870,42,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1055,88.8,60,0.74,31,0,36.3,117,14,32,1,1,107,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113,30.2,40,0,0,0.2,0,5.7,0,11,1,1,319,48,48,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
114,30.3,40,0,0,0,1.7,5.3,0,7,2,2,28,30,44,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
90,30.3,40,0,0,0,0,0,0,9,1,1,276,48,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
165,36.3,37,0.5,8,0,0,26,0,11,1,1,319,42,44,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
514,53.2,50,0,23,0,2.3,7.7,0,37,1,1,647,30,44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1080,112,36,0.74,252,1.3,3.7,123,0,50,2,2,360,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1487,143,103,6.68,154,0,23,70.7,6,21,1,1,125,34,44,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
604,36.5,45,0.66,1,0,2.3,50,6,29,1,1,404,42,32,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2717,160,85,3.22,331,0,36,156,10.7,10,1,1,282,50,48,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
307,33,40,0.25,8,0.2,8.3,17,0,11,1,1,244,42,42,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
493,50,40,0,61,0,1,21,6.7,14,1,1,430,44,44,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
847,78.6,60,0.99,73,0,10.3,53.3,0.7,19,1,1,119,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1400,54.1,60,0,0,0.1,4,24.7,18.3,14,2,2,2,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
436,114,37,0,80,0,5.3,11,1,11,1,1,307,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
341,65.3,49,0,72,0.7,8,18.7,1.7,13,2,1,400,18,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
50,14.2,10,0,4,0,2,2,0,17,1,1,488,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1246,93.8,85,3.96,36,0.5,0,0,0,12,1,1,350,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
176,67.9,52,1.65,0,0.9,1,9.7,0,24,1,1,61,36,36,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
230,16.6,10,2.72,0,3.6,2.3,31.3,2,7,2,2,199,34,44,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
398,62.5,40,0.25,12,7.5,5.7,17,0,22,1,1,283,40,36,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
27,35.2,45,0.25,0,0,1.3,1.7,0,8,1,1,245,46,44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
344,15.4,10,0,16,0,8.7,22,0,11,2,2,309,50,40,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
475,38.3,45,0,0,0,3.3,37,0,19,4,2,571,48,42,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
299,54.1,50,1.24,0,2.4,7.7,10.7,0.3,17,2,2,530,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
76,21.6,30,0,0,0.2,4.7,5,9.7,13,1,1,139,68,66,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
385,31.2,40,0,4,0,7.7,15,2.7,13,1,1,375,34,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
350,52.5,70,2.48,0,0,3.3,15.3,0.7,9,1,1,242,30,26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
168,42,47,0.99,0,3.5,3,4,0,9,1,1,244,38,44,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1454,156,70,0,286,0,23,79.3,13.7,25,2,1,285,56,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
173,36.8,32,3.46,0,0.8,1,16.7,0,23,2,2,686,42,40,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
167,60.6,46,0,0,0,2.3,18.3,0,19,1,1,584,42,44,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
348,30,40,0,0,0,0,0,0,15,1,1,431,32,44,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
677,82.6,60,0,63,0,4,42.3,1,23,1,1,38,52,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
235,27.5,31,0.25,11,0,3.3,8.3,0.3,10,1,1,293,52,74,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
86,30,40,0,0,0,0.7,1.3,0,10,1,1,88,58,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1236,109,59,0.5,142,0.6,11.7,44.3,2,12,1,1,350,36,30,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
549,94.4,51,0.25,0,0,2,33.7,8.3,8,3,3,52,32,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87,56.4,60,0,1,6.2,0,0,0,11,4,2,342,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
853,85.7,70,5.2,24,1.7,13.7,64.3,2.7,28,1,1,307,26,44,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
236,33.7,30,3.71,0,0,6,41,0,13,1,1,408,34,44,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
196,31.9,40,1.73,0,0.2,3.7,8.7,0,10,1,1,314,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
227,32.8,32,0,0,0,1.7,8.7,0,21,2,2,632,30,32,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
18,19.9,17,0,6,0,2.7,3,0,31,2,2,932,42,44,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
540,82,35,3.22,124,0,5.7,16,0.7,15,1,1,219,68,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,36.3,17,0,37,0,0,1.3,0,49,2,2,1490,48,48,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
162,36.2,45,1.24,0,0,5,8.3,0,9,2,1,66,26,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1127,122,79,1.24,161,0,27.3,101,23.7,13,1,1,266,40,44,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
588,30.6,30,0,0,0,1.7,1,0,13,1,1,400,62,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
396,70.9,11,1.24,65,0.1,8,69,13.7,11,1,1,277,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2144,51.2,60,0.25,2,0,1.7,37.3,1,36,1,1,462,28,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
150,35.9,45,0.25,2,0,4.3,5.7,0.3,8,1,1,225,44,40,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
302,32,30,1.49,0,0,7,103,8,35,1,1,330,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
448,93.6,70,1.24,116,1,7,15.7,1,21,2,2,275,24,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
789,78.2,75,2.48,0,0,7.7,10,0,16,2,2,492,42,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
362,35,45,0,0,0,3.7,29,0,15,2,2,427,40,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
917,60,60,0.5,19,0.2,5.7,55.7,6,13,1,1,408,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
367,47.9,45,0.25,11,0.1,9,24.3,0,8,1,1,111,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
326,32.6,30,1.49,7,0,5,31.3,2,22,2,2,683,46,24,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
926,176,110,0.5,289,0,7.7,41.3,0,17,2,2,166,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1170,89.8,70,1.49,32,5.6,7,7.7,0,45,2,2,432,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1640,287,103,11.1,416,0,5,21,0,21,2,2,6,36,44,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
668,10.1,10,0,0,0,4,24.3,0,13,4,3,381,54,54,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
548,60,45,4.7,158,0,3.7,17,0,31,2,1,115,34,30,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3,58,70,0,0,0,0,2,0,8,1,1,256,34,56,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
282,31.4,30,0,4,0,3.3,26.7,0,28,2,1,838,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
839,91.7,70,0.74,43,0.9,3.7,58.7,6.3,38,1,1,308,48,40,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
184,35,45,0,0,0,2,13.3,0.7,14,1,1,94,50,46,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
70,23.7,22,1.24,0,0,1.3,11.3,0,27,1,1,794,46,44,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
154,54.8,45,0,0,6.8,1.7,9.7,0,8,1,1,86,42,44,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
718,85.2,75,2.48,0,4.5,3,13,0,20,1,1,217,42,44,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1666,157,46,1.24,316,0,34.7,94.7,4,21,1,1,432,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,40.2,50,0.25,0,0,0,1,0,13,1,1,381,34,42,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
255,47.9,42,0,0,5.5,0,0,0,15,2,2,38,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1690,311,93,2.72,536,1.7,8.7,32.7,1,38,2,1,277,44,44,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1590,114,68,0.99,100,0,5,105,10.7,27,1,1,97,28,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
118,10.9,10,0,3,0,2.3,0.7,0,20,2,2,252,46,44,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1046,74.2,34,0.74,109,0.1,2,39.7,2.7,13,1,1,403,40,42,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
76,8.09,10,0,0,0.6,2,2.7,0,25,2,2,12,42,42,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,93.6,105,0,0,0,0,0.3,0,13,3,3,384,34,32,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
168,41.6,30,0.25,32,0,1.7,13,0,22,1,1,641,24,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
618,13.7,10,3.71,0,0,9,30,0,33,2,2,817,58,58,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
678,75.9,60,1.49,68,0,10.3,31.7,0.3,13,2,2,383,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
207,35.8,45,0.5,0,0,3.7,32.7,0,29,2,1,886,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
612,45.5,45,0.25,29,0,23,70,1,11,1,1,307,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1613,73.6,65,0,40,0,28,69.3,16,11,1,1,254,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
575,78.8,65,0.99,2,0,52.3,73,15,35,1,1,138,42,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57,30.6,20,0,26,0,1,1,0.3,31,1,1,168,72,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100,10.5,10,0.5,0,0,0,0,0,10,2,2,291,50,50,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
820,75.5,69,1.49,44,0,4.3,28.7,0.7,23,2,2,298,20,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112,50,60,0,0,0,0.3,2.3,0,13,1,1,367,38,36,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
21,29.7,29,0.25,0,0,0,0.3,2,16,2,2,472,38,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
775,67,60,0.5,16,0.8,0.3,4.7,0.3,19,1,1,92,26,44,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1609,327,50,11.9,822,0,18.7,89.3,2.7,33,1,1,421,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
538,59.2,60,0.25,30,0,9.7,13.7,0,17,2,2,503,42,44,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
595,62.3,70,0.25,0,0.8,4,11.7,0.3,41,2,2,1243,60,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
